ord;species;L;F;R;N;S;HM;T;K;TRU
M;Metzgeria furcata;5;4;5;3;0;0;NA;NA;NA
M;Metzgeria leptoneura;5;7;5;2;0;0;NA;NA;NA
M;Metzgeria consanguinea;5;5;5;3;0;0;NA;NA;NA
M;Microbryum curvicollum;8;3;9;2;0;0;NA;NA;NA
M;Microbryum davallianum;8;3;7;5;0;0;NA;NA;NA
M;Microbryum floerkeanum;8;5;8;4;0;0;NA;NA;NA
M;Microbryum rectum;8;3;7;3;0;0;NA;NA;NA
M;Microbryum starckeanum;8;3;7;3;1;2;NA;NA;NA
M;Microbryum starckeanum;8;3;7;4;0;0;NA;NA;NA
M;Microlejeunea ulicina;5;5;5;3;0;0;NA;NA;NA
M;Micromitrium tenerum;8;8;5;5;0;0;NA;NA;NA
M;Mielichhoferia elongata;4;7;1;1;0;5;NA;NA;NA
M;Mielichhoferia mielichhoferiana;4;6;2;1;0;5;NA;NA;NA
M;Mnium lycopodioides;4;6;7;3;0;0;NA;NA;NA
M;Mnium hornum;4;5;4;4;0;1;NA;NA;NA
M;Mnium marginatum;3;6;7;4;0;0;NA;NA;NA
M;Mnium marginatum var. dioicum;3;6;7;4;0;0;NA;NA;NA
M;Mnium marginatum var. marginatum;3;6;7;4;0;0;NA;NA;NA
M;Mnium spinosum;4;6;7;3;0;0;NA;NA;NA
M;Mnium stellare;2;6;7;4;0;0;NA;NA;NA
M;Mnium thomsonii;4;6;7;3;0;0;NA;NA;NA
M;Moerckia blyttii;6;7;3;1;0;0;NA;NA;NA
M;Moerckia hibernica;7;8;7;2;0;0;NA;NA;NA
M;Molendoa warburgii;5;8;7;2;0;0;NA;NA;NA
M;Mylia anomala;7;9;1;1;0;0;NA;NA;NA
M;Mylia taylorii;6;7;2;2;0;0;NA;NA;NA
M;Myrinia pulvinata;6;5;7;6;0;0;NA;NA;NA
M;Myurella julacea;6;5;7;2;0;0;NA;NA;NA
M;Myurella tenerrima;6;4;7;2;0;0;NA;NA;NA
M;Myurium hochstetteri;6;6;3;2;2;0;NA;NA;NA
M;Nardia breidleri;8;7;2;1;0;0;NA;NA;NA
M;Nardia compressa;7;10;2;1;0;0;NA;NA;NA
M;Nardia geoscyphus;6;7;3;2;0;0;NA;NA;NA
M;Nardia insecta;5;7;3;1;0;0;NA;NA;NA
M;Nardia scalaris;6;6;3;1;0;3;NA;NA;NA
M;Neckera complanata;5;4;7;4;0;0;NA;NA;NA
M;Neckera crispa;6;4;8;3;0;0;NA;NA;NA
M;Neckera pennata;5;5;4;3;0;0;NA;NA;NA
M;Neckera pumila;5;5;5;4;0;0;NA;NA;NA
M;Nowellia curvifolia;4;7;2;2;0;0;NA;NA;NA
M;Fissidens fontanus;5;12;7;6;0;0;NA;NA;NA
M;Odontoschisma denudatum;7;6;1;1;0;0;NA;NA;NA
M;Odontoschisma elongatum;7;9;5;2;0;0;NA;NA;NA
M;Odontoschisma macounii;5;8;6;2;0;0;NA;NA;NA
M;Odontoschisma sphagni;8;8;1;1;0;0;NA;NA;NA
M;Oedipodium griffithianum;6;6;3;1;0;0;NA;NA;NA
M;Oligotrichum hercynicum;7;5;2;1;0;0;NA;NA;NA
M;Oncophorus virens;7;8;5;2;0;0;NA;NA;NA
M;Oncophorus wahlenbergii;7;8;6;2;0;0;NA;NA;NA
M;Orthodontium gracile;3;6;4;2;0;0;NA;NA;NA
M;Orthodontium lineare;4;5;3;4;0;0;NA;NA;NA
M;Orthothecium intricatum;3;6;6;2;0;0;NA;NA;NA
M;Orthothecium rufescens;6;7;7;2;0;0;NA;NA;NA
M;Orthotrichum affine;6;4;6;5;0;0;NA;NA;NA
M;Orthotrichum anomalum;8;2;8;4;0;0;NA;NA;NA
M;Orthotrichum consimile;6;5;6;4;0;0;NA;NA;NA
M;Orthotrichum cupulatum;7;4;8;4;0;0;NA;NA;NA
M;Orthotrichum diaphanum;7;3;7;5;0;0;NA;NA;NA
M;Orthotrichum gymnostomum;6;4;5;3;0;0;NA;NA;NA
M;Orthotrichum lyellii;6;4;6;4;0;0;NA;NA;NA
M;Orthotrichum obtusifolium;6;4;7;5;0;0;NA;NA;NA
M;Orthotrichum pallens;6;4;6;4;0;0;NA;NA;NA
M;Orthotrichum pulchellum;6;5;6;4;0;0;NA;NA;NA
M;Orthotrichum pumilum;6;4;6;5;0;0;NA;NA;NA
M;Orthotrichum rivulare;6;6;6;4;0;0;NA;NA;NA
M;Orthotrichum rupestre;8;2;5;3;0;0;NA;NA;NA
M;Orthotrichum shawii;6;4;6;4;0;0;NA;NA;NA
M;Orthotrichum speciosum;6;4;6;4;0;0;NA;NA;NA
M;Orthotrichum sprucei;6;5;7;5;0;0;NA;NA;NA
M;Orthotrichum stramineum;6;4;6;4;0;0;NA;NA;NA
M;Orthotrichum striatum;6;4;6;4;0;0;NA;NA;NA
M;Orthotrichum tenellum;6;4;6;5;0;0;NA;NA;NA
M;Pallavicinia lyellii;4;8;4;3;0;0;NA;NA;NA
M;Paludella squarrosa;7;9;6;3;0;0;NA;NA;NA
M;Palustriella commutata;7;9;7;2;0;0;NA;NA;NA
M;Palustriella commutata;6;9;8;2;0;0;NA;NA;NA
M;Palustriella falcata;8;9;6;2;0;0;NA;NA;NA
M;Palustriella decipiens;7;9;6;2;0;0;NA;NA;NA
M;Paraleptodontium recurvifolium;6;7;6;2;0;0;NA;NA;NA
M;Paraleucobryum longifolium;6;5;4;2;0;0;NA;NA;NA
M;Pedinophyllum interruptum;4;7;9;2;0;0;NA;NA;NA
M;Pellia endiviifolia;4;8;7;4;0;0;NA;NA;NA
M;Pellia epiphylla;4;8;4;4;0;0;NA;NA;NA
M;Pellia neesiana;6;8;5;3;0;0;NA;NA;NA
M;Petalophyllum ralfsii;9;6;8;2;1;1;NA;NA;NA
M;Phaeoceros carolinianus;8;7;5;4;0;0;NA;NA;NA
M;Phaeoceros laevis;7;7;5;4;0;0;NA;NA;NA
M;Phaeoceros laevis;7;7;5;4;0;0;NA;NA;NA
M;Philonotis arnellii;6;6;5;4;0;0;NA;NA;NA
M;Philonotis caespitosa;8;9;4;3;0;0;NA;NA;NA
M;Philonotis calcarea;8;9;8;2;0;0;NA;NA;NA
M;Philonotis cernua;7;7;2;2;0;0;NA;NA;NA
M;Philonotis fontana;7;9;4;3;0;2;NA;NA;NA
M;Philonotis marchica;6;7;6;5;0;0;NA;NA;NA
M;Philonotis rigida;7;8;5;4;0;0;NA;NA;NA
M;Philonotis seriata;7;9;4;2;0;0;NA;NA;NA
M;Philonotis tomentella;7;9;6;2;0;0;NA;NA;NA
M;Physcomitrium eurystomum;7;8;7;7;0;0;NA;NA;NA
M;Physcomitrium pyriforme;7;8;7;6;0;0;NA;NA;NA
M;Physcomitrium sphaericum;8;8;5;5;0;0;NA;NA;NA
M;Plagiobryum demissum;6;6;7;2;0;0;NA;NA;NA
M;Plagiobryum zieri;6;6;6;2;0;0;NA;NA;NA
M;Plagiochila asplenioides;5;6;6;4;0;0;NA;NA;NA
M;Plagiochila asplenioides;5;6;6;4;0;0;NA;NA;NA
M;Plagiochila heterophylla;4;6;3;2;0;0;NA;NA;NA
M;Plagiochila britannica;4;6;7;3;0;0;NA;NA;NA
M;Plagiochila carringtonii;5;6;3;2;0;0;NA;NA;NA
M;Plagiochila exigua;4;6;4;2;0;0;NA;NA;NA
M;Plagiochila bifaria;5;6;5;2;0;0;NA;NA;NA
M;Plagiochila norvegica;3;5;7;4;0;0;NA;NA;NA
M;Plagiochila porelloides;4;6;6;4;0;2;NA;NA;NA
M;Plagiochila punctata;3;6;4;2;0;0;NA;NA;NA
M;Plagiochila spinulosa;4;6;4;2;0;0;NA;NA;NA
M;Plagiochila spinulosa;4;6;4;2;0;0;NA;NA;NA
M;Plagiomnium affine;6;6;6;4;0;1;NA;NA;NA
M;Plagiomnium cuspidatum;6;6;7;5;0;1;NA;NA;NA
M;Plagiomnium elatum;6;9;6;4;0;0;NA;NA;NA
M;Plagiomnium ellipticum;7;8;5;3;0;0;NA;NA;NA
M;Plagiomnium medium;6;7;5;3;0;0;NA;NA;NA
M;Plagiomnium rostratum;5;7;6;4;0;0;NA;NA;NA
M;Plagiomnium undulatum;5;6;6;5;0;1;NA;NA;NA
M;Plagiopus oederianus;6;5;7;2;0;0;NA;NA;NA
M;Plagiothecium cavifolium;5;6;6;2;0;0;NA;NA;NA
M;Plagiothecium curvifolium;3;5;3;5;0;0;NA;NA;NA
M;Plagiothecium denticulatum;4;6;4;5;0;0;NA;NA;NA
M;Plagiothecium denticulatum var. denticulatum;4;6;4;5;0;0;NA;NA;NA
M;Plagiothecium denticulatum var. obtusifolium;5;6;5;2;0;0;NA;NA;NA
M;Plagiothecium laetum;3;5;3;4;0;0;NA;NA;NA
M;Plagiothecium latebricola;2;8;5;5;0;0;NA;NA;NA
M;Plagiothecium nemorale;3;6;5;5;0;0;NA;NA;NA
M;Plagiothecium piliferum;6;6;6;2;0;0;NA;NA;NA
M;Plagiothecium platyphyllum;5;8;5;5;0;0;NA;NA;NA
M;Plagiothecium succulentum;3;6;5;5;0;0;NA;NA;NA
M;Plagiothecium undulatum;4;6;2;2;0;0;NA;NA;NA
M;Platydictya jungermannioides;3;5;7;4;0;0;NA;NA;NA
M;Platygyrium repens;4;4;5;4;0;0;NA;NA;NA
M;Pleuridium acuminatum;6;5;5;4;0;2;NA;NA;NA
M;Pleuridium subulatum;7;6;5;4;0;0;NA;NA;NA
M;Pleurochaete squarrosa;8;2;9;2;0;0;NA;NA;NA
M;Pleurocladula albescens;5;5;2;1;0;0;NA;NA;NA
M;Pleurozia purpurea;7;7;2;1;0;0;NA;NA;NA
M;Pleurozium schreberi;6;5;2;2;0;1;NA;NA;NA
M;Pogonatum aloides;4;6;3;3;0;2;NA;NA;NA
M;Pogonatum nanum;5;6;3;2;0;0;NA;NA;NA
M;Pogonatum urnigerum;7;5;3;1;0;1;NA;NA;NA
M;Pohlia andalusica;6;6;4;2;0;4;NA;NA;NA
M;Pohlia annotina;6;6;4;3;0;3;NA;NA;NA
M;Pohlia bulbifera;7;7;4;3;0;0;NA;NA;NA
M;Pohlia camptotrachela;7;7;4;3;0;0;NA;NA;NA
M;Pohlia cruda;5;6;5;2;0;0;NA;NA;NA
M;Pohlia crudoides;5;6;5;2;0;0;NA;NA;NA
M;Pohlia drummondii;7;6;3;2;0;1;NA;NA;NA
M;Pohlia elongata;4;6;4;3;0;0;NA;NA;NA
M;Pohlia elongata var. elongata;4;6;4;3;0;0;NA;NA;NA
M;Pohlia elongata var. greenii;4;6;4;3;0;0;NA;NA;NA
M;Pohlia filum;7;7;4;2;0;0;NA;NA;NA
M;Pohlia flexuosa;5;7;4;2;0;1;NA;NA;NA
M;Pohlia lescuriana;6;6;5;4;0;0;NA;NA;NA
M;Pohlia ludwigii;6;8;3;2;0;0;NA;NA;NA
M;Pohlia lutescens;5;5;5;4;0;0;NA;NA;NA
M;Pohlia melanodon;6;7;7;6;0;0;NA;NA;NA
M;Pohlia nutans;5;5;2;2;0;3;NA;NA;NA
M;Pohlia obtusifolia;8;9;4;2;0;0;NA;NA;NA
M;Pohlia proligera;7;6;4;3;0;0;NA;NA;NA
M;Pohlia scotica;7;6;4;2;0;0;NA;NA;NA
M;Pohlia wahlenbergii;6;8;6;4;0;1;NA;NA;NA
M;Pohlia wahlenbergii var. calcarea;6;7;7;4;0;0;NA;NA;NA
M;Pohlia wahlenbergii var. glacialis;7;9;4;4;0;0;NA;NA;NA
M;Pohlia wahlenbergii var. wahlenbergii;6;7;6;4;0;1;NA;NA;NA
M;Polytrichastrum alpinum;6;5;2;2;0;0;NA;NA;NA
M;Polytrichum commune;6;7;2;2;0;1;NA;NA;NA
M;Polytrichum commune var. commune;6;7;2;2;0;1;NA;NA;NA
M;Polytrichum commune var. perigoniale;6;7;2;2;0;0;NA;NA;NA
M;Polytrichastrum formosum;4;6;3;3;0;1;NA;NA;NA
M;Polytrichum juniperinum;8;5;3;2;0;2;NA;NA;NA
M;Polytrichastrum longisetum;5;6;3;3;0;0;NA;NA;NA
M;Polytrichum piliferum;9;3;3;1;0;2;NA;NA;NA
M;Polytrichastrum sexangulare;6;5;2;1;0;0;NA;NA;NA
M;Polytrichum strictum;8;7;2;1;0;0;NA;NA;NA
M;Porella arboris-vitae;6;5;7;2;0;0;NA;NA;NA
M;Porella cordaeana;5;6;6;3;0;0;NA;NA;NA
M;Porella obtusata;7;5;5;2;1;0;NA;NA;NA
M;Porella pinnata;5;9;5;4;0;0;NA;NA;NA
M;Porella platyphylla;6;4;8;3;0;0;NA;NA;NA
M;Pottiopsis caespitosa;8;2;8;2;0;0;NA;NA;NA
M;Preissia quadrata;6;7;7;2;0;0;NA;NA;NA
M;Pseudephemerum nitidum;7;7;5;5;0;0;NA;NA;NA
M;Pseudobryum cinclidioides;6;9;5;4;0;0;NA;NA;NA
M;Pseudocrossidium hornschuchianum;8;3;7;5;0;2;NA;NA;NA
M;Pseudocrossidium revolutum;6;3;8;3;0;0;NA;NA;NA
M;Pseudoleskea incurvata;6;5;7;2;0;0;NA;NA;NA
M;Pseudoleskea patens;6;5;7;3;0;0;NA;NA;NA
M;Pseudoleskeella catenulata;7;5;7;2;0;0;NA;NA;NA
M;Pseudoleskeella catenulata;7;5;7;2;0;0;NA;NA;NA
M;Pseudoleskeella nervosa;7;5;7;2;0;0;NA;NA;NA
M;Pseudoleskeella rupestris;7;5;7;2;0;0;NA;NA;NA
M;Pseudotaxiphyllum elegans;3;6;3;4;0;1;NA;NA;NA
M;Pterigynandrum filiforme;6;5;6;2;0;0;NA;NA;NA
M;Pterogonium gracile;7;4;5;2;0;0;NA;NA;NA
M;Pterygoneurum lamellatum;8;3;9;2;0;0;NA;NA;NA
M;Pterygoneurum ovatum;8;3;8;2;0;0;NA;NA;NA
M;Ptilidium ciliare;6;5;2;2;0;0;NA;NA;NA
M;Ptilidium pulcherrimum;6;4;4;3;0;0;NA;NA;NA
M;Ptilium crista-castrensis;5;6;3;2;0;0;NA;NA;NA
M;Ptychodium plicatum;6;5;7;2;0;0;NA;NA;NA
M;Ptychomitrium polyphyllum;7;3;4;2;0;1;NA;NA;NA
M;Pylaisia polyantha;6;4;5;4;0;0;NA;NA;NA
M;Racomitrium aciculare;6;8;2;2;0;1;NA;NA;NA
M;Racomitrium affine;7;2;2;1;0;0;NA;NA;NA
M;Racomitrium aquaticum;5;6;3;1;0;0;NA;NA;NA
M;Racomitrium canescens;8;3;6;2;0;0;NA;NA;NA
M;Racomitrium canescens;7;5;4;2;0;0;NA;NA;NA
M;Racomitrium ellipticum;6;6;3;1;0;0;NA;NA;NA
M;Racomitrium elongatum;8;4;4;2;0;2;NA;NA;NA
M;Racomitrium ericoides;7;5;4;2;0;2;NA;NA;NA
M;Racomitrium fasciculare;7;2;2;1;0;0;NA;NA;NA
M;Racomitrium heterostichum;7;2;2;1;0;0;NA;NA;NA
M;Racomitrium himalayanum;7;5;6;1;0;0;NA;NA;NA
M;Racomitrium lanuginosum;7;4;2;1;0;2;NA;NA;NA
M;Racomitrium macounii;6;6;4;1;0;0;NA;NA;NA
M;Racomitrium sudeticum;7;3;2;1;0;0;NA;NA;NA
M;Radula aquilegia;5;6;4;2;0;0;NA;NA;NA
M;Radula carringtonii;3;6;6;3;0;0;NA;NA;NA
M;Radula complanata;5;4;6;3;0;0;NA;NA;NA
M;Radula holtii;2;8;5;3;0;0;NA;NA;NA
M;Radula lindenbergiana;6;5;6;3;1;0;NA;NA;NA
M;Radula voluta;4;7;5;2;0;0;NA;NA;NA
M;Reboulia hemisphaerica;6;4;6;4;0;0;NA;NA;NA
M;Rhabdoweisia crenulata;3;6;3;2;0;0;NA;NA;NA
M;Rhabdoweisia crispata;4;5;3;2;0;0;NA;NA;NA
M;Rhabdoweisia fugax;4;5;3;2;0;0;NA;NA;NA
M;Rhizomnium magnifolium;6;9;5;3;0;0;NA;NA;NA
M;Rhizomnium pseudopunctatum;7;9;6;2;0;0;NA;NA;NA
M;Rhizomnium punctatum;5;8;5;4;0;1;NA;NA;NA
M;Rhodobryum roseum;6;5;6;2;0;0;NA;NA;NA
M;Rhynchostegiella curviseta;2;9;7;6;0;0;NA;NA;NA
M;Rhynchostegiella litorea;3;4;8;5;0;0;NA;NA;NA
M;Rhynchostegiella tenella;3;4;8;5;0;0;NA;NA;NA
M;Rhynchostegiella tenella;3;4;8;5;0;0;NA;NA;NA
M;Rhynchostegiella teneriffae;2;9;7;4;0;0;NA;NA;NA
M;Platyhypnidium lusitanicum;5;11;4;3;0;0;NA;NA;NA
M;Rhynchostegium confertum;4;5;7;6;0;0;NA;NA;NA
M;Rhynchostegium megapolitanum;7;4;7;5;0;0;NA;NA;NA
M;Rhynchostegium murale;4;5;7;5;0;0;NA;NA;NA
M;Platyhypnidium riparioides;4;10;6;6;0;0;NA;NA;NA
M;Rhynchostegium rotundifolium;5;5;8;5;0;0;NA;NA;NA
M;Rhytidiadelphus loreus;5;6;2;2;0;0;NA;NA;NA
M;Rhytidiadelphus squarrosus;7;5;5;4;0;2;NA;NA;NA
M;Rhytidiadelphus subpinnatus;5;6;4;3;0;0;NA;NA;NA
M;Rhytidiadelphus triquetrus;6;6;6;3;0;1;NA;NA;NA
M;Rhytidium rugosum;8;4;7;2;0;0;NA;NA;NA
M;Riccardia chamedryfolia;6;9;6;3;0;1;NA;NA;NA
M;Riccardia incurvata;8;8;5;2;0;0;NA;NA;NA
M;Riccardia latifrons;7;8;1;1;0;0;NA;NA;NA
M;Riccardia multifida;7;9;5;2;0;0;NA;NA;NA
M;Riccardia palmata;4;7;2;2;0;0;NA;NA;NA
M;Riccia beyrichiana;8;5;5;3;0;0;NA;NA;NA
M;Riccia bifurca;8;5;5;3;0;0;NA;NA;NA
M;Riccia canaliculata;7;9;5;5;0;0;NA;NA;NA
M;Riccia cavernosa;7;9;7;6;0;0;NA;NA;NA
M;Riccia crozalsii;8;5;5;3;0;0;NA;NA;NA
M;Riccia crystallina;8;7;5;6;0;0;NA;NA;NA
M;Riccia fluitans;7;10;7;6;0;0;NA;NA;NA
M;Riccia glauca;7;6;6;6;1;0;NA;NA;NA
M;Riccia huebeneriana;7;9;5;5;0;0;NA;NA;NA
M;Riccia nigrella;8;4;4;3;0;0;NA;NA;NA
M;Riccia rhenana;7;10;7;6;0;0;NA;NA;NA
M;Riccia sorocarpa;7;5;5;4;0;1;NA;NA;NA
M;Riccia subbifurca;7;5;5;4;0;0;NA;NA;NA
M;Ricciocarpos natans;7;11;7;6;0;0;NA;NA;NA
M;Saccogyna viticulosa;3;6;3;2;0;0;NA;NA;NA
M;Saelania glaucescens;7;5;8;2;0;0;NA;NA;NA
M;Sanionia orthothecioides;6;5;4;2;3;0;NA;NA;NA
M;Sanionia uncinata;6;6;4;2;0;1;NA;NA;NA
M;Scapania aequiloba;5;7;7;2;0;0;NA;NA;NA
M;Scapania aspera;7;6;7;2;0;0;NA;NA;NA
M;Scapania calcicola;5;7;7;2;0;0;NA;NA;NA
M;Scapania compacta;7;4;3;2;0;3;NA;NA;NA
M;Scapania curta;6;6;3;2;0;0;NA;NA;NA
M;Scapania cuspiduligera;6;7;7;2;0;0;NA;NA;NA
M;Scapania degenii;6;8;6;2;0;0;NA;NA;NA
M;Scapania gracilis;5;6;2;2;0;1;NA;NA;NA
M;Scapania gymnostomophila;6;7;7;2;0;0;NA;NA;NA
M;Scapania irrigua;7;8;4;2;0;2;NA;NA;NA
M;Scapania lingulata;6;6;4;2;0;0;NA;NA;NA
M;Scapania nemorea;5;7;4;2;0;2;NA;NA;NA
M;Scapania nimbosa;5;6;2;2;0;0;NA;NA;NA
M;Scapania ornithopodioides;5;6;2;2;0;0;NA;NA;NA
M;Scapania paludicola;7;8;3;2;0;0;NA;NA;NA
M;Scapania paludosa;7;10;5;2;0;0;NA;NA;NA
M;Scapania parvifolia;4;6;3;2;0;0;NA;NA;NA
M;Scapania praetervisa;5;8;6;2;0;0;NA;NA;NA
M;Scapania scandica;6;6;3;1;0;0;NA;NA;NA
M;Scapania subalpina;7;8;4;2;0;0;NA;NA;NA
M;Scapania uliginosa;7;9;4;2;0;0;NA;NA;NA
M;Scapania umbrosa;2;6;2;2;0;0;NA;NA;NA
M;Scapania undulata;6;10;4;2;0;1;NA;NA;NA
M;Schistidium agassizii;7;9;5;3;0;0;NA;NA;NA
M;Schistidium apocarpum;7;2;7;4;0;0;NA;NA;NA
M;Schistidium apocarpum;7;2;7;4;0;0;NA;NA;NA
M;Schistidium atrofuscum;7;5;7;2;0;0;NA;NA;NA
M;Schistidium confertum;7;2;7;2;0;0;NA;NA;NA
M;Schistidium crassipilum;7;1;8;4;0;3;NA;NA;NA
M;Schistidium dupretii;7;2;7;2;0;0;NA;NA;NA
M;Schistidium elegantulum;7;2;7;2;0;0;NA;NA;NA
M;Schistidium flaccidum;7;2;7;2;0;0;NA;NA;NA
M;Schistidium flexipile;7;2;7;2;0;0;NA;NA;NA
M;Schistidium frigidum;7;2;7;2;0;0;NA;NA;NA
M;Schistidium frigidum var. frigidum;7;2;7;2;0;0;NA;NA;NA
M;Schistidium frigidum var. havaasii;7;2;7;2;0;0;NA;NA;NA
M;Schistidium maritimum;8;7;5;5;5;0;NA;NA;NA
M;Schistidium papillosum;7;2;7;2;0;0;NA;NA;NA
M;Schistidium platyphyllum;7;8;5;3;0;0;NA;NA;NA
M;Schistidium pruinosum;7;2;7;2;0;0;NA;NA;NA
M;Schistidium rivulare;7;8;5;3;0;0;NA;NA;NA
M;Schistidium rivulare;7;8;5;3;0;0;NA;NA;NA
M;Schistidium robustum;7;2;7;2;0;0;NA;NA;NA
M;Schistidium strictum;6;4;7;2;0;0;NA;NA;NA
M;Schistidium trichodon;7;5;7;2;0;0;NA;NA;NA
M;Schistostega pennata;1;7;4;4;0;0;NA;NA;NA
M;Scleropodium cespitans;6;5;7;6;0;0;NA;NA;NA
M;Pseudoscleropodium purum;7;5;6;3;0;2;NA;NA;NA
M;Scleropodium touretii;8;3;6;2;1;0;NA;NA;NA
M;Scopelophila cataractae;7;6;1;1;0;5;NA;NA;NA
M;Scorpidium scorpioides;8;10;6;2;0;0;NA;NA;NA
M;Pseudocalliergon turgescens;7;9;6;2;0;0;NA;NA;NA
M;Scorpiurium circinatum;6;3;7;2;0;0;NA;NA;NA
M;Seligeria acutifolia;2;7;8;2;0;0;NA;NA;NA
M;Seligeria brevifolia;2;7;6;2;0;0;NA;NA;NA
M;Seligeria calcarea;3;5;9;3;0;0;NA;NA;NA
M;Seligeria calycina;2;5;9;4;0;0;NA;NA;NA
M;Seligeria campylopoda;2;5;8;4;0;0;NA;NA;NA
M;Seligeria carniolica;2;6;6;2;0;0;NA;NA;NA
M;Seligeria diversifolia;3;5;8;2;0;0;NA;NA;NA
M;Seligeria donniana;2;5;8;2;0;0;NA;NA;NA
M;Seligeria oelandica;3;9;9;3;0;0;NA;NA;NA
M;Seligeria patula;3;9;9;3;0;0;NA;NA;NA
M;Seligeria pusilla;2;5;8;2;0;0;NA;NA;NA
M;Seligeria recurvata;3;6;6;2;0;0;NA;NA;NA
M;Seligeria trifaria;3;9;9;3;0;0;NA;NA;NA
M;Sematophyllum demissum;4;7;3;2;0;0;NA;NA;NA
M;Hageniella micans;4;6;3;2;0;0;NA;NA;NA
M;Sematophyllum substrumulosum;4;5;4;3;0;0;NA;NA;NA
M;Southbya nigrella;6;6;8;2;0;0;NA;NA;NA
M;Southbya tophacea;6;7;8;2;0;0;NA;NA;NA
M;Sphaerocarpos michelii;8;6;5;5;0;0;NA;NA;NA
M;Sphaerocarpos texanus;8;6;5;5;0;0;NA;NA;NA
M;Sphagnum affine;8;9;3;2;0;0;NA;NA;NA
M;Sphagnum angustifolium;7;8;3;2;0;0;NA;NA;NA
M;Sphagnum austinii;8;8;1;1;0;0;NA;NA;NA
M;Sphagnum balticum;8;9;1;1;0;0;NA;NA;NA
M;Sphagnum capillifolium;7;7;2;1;0;0;NA;NA;NA
M;Sphagnum capillifolium subsp. capillifolium;7;7;2;2;0;0;NA;NA;NA
M;Sphagnum capillifolium subsp. rubellum;7;7;2;1;0;0;NA;NA;NA
M;Sphagnum compactum;8;8;1;1;0;0;NA;NA;NA
M;Sphagnum contortum;8;9;5;2;0;0;NA;NA;NA
M;Sphagnum cuspidatum;8;10;1;2;0;0;NA;NA;NA
M;Sphagnum denticulatum;7;9;2;2;0;1;NA;NA;NA
M;Sphagnum denticulatum;7;8;2;2;0;0;NA;NA;NA
M;Sphagnum fallax;7;9;2;3;0;0;NA;NA;NA
M;Sphagnum fimbriatum;6;8;3;3;0;2;NA;NA;NA
M;Sphagnum flexuosum;6;9;3;3;0;0;NA;NA;NA
M;Sphagnum fuscum;8;7;1;1;0;0;NA;NA;NA
M;Sphagnum girgensohnii;6;8;3;2;0;0;NA;NA;NA
M;Sphagnum imbricatum;8;9;2;1;0;0;NA;NA;NA
M;Sphagnum inundatum;7;9;3;2;0;0;NA;NA;NA
M;Sphagnum lindbergii;8;9;2;2;0;0;NA;NA;NA
M;Sphagnum magellanicum;8;8;1;1;0;0;NA;NA;NA
M;Sphagnum majus;8;10;2;2;0;0;NA;NA;NA
M;Sphagnum molle;8;8;2;1;0;0;NA;NA;NA
M;Sphagnum obtusum;6;9;3;3;0;0;NA;NA;NA
M;Sphagnum palustre;7;8;3;2;0;0;NA;NA;NA
M;Sphagnum palustre var. centrale;7;8;3;2;0;0;NA;NA;NA
M;Sphagnum palustre var. palustre;7;8;3;2;0;0;NA;NA;NA
M;Sphagnum papillosum;8;8;1;1;0;0;NA;NA;NA
M;Sphagnum platyphyllum;8;9;5;2;0;0;NA;NA;NA
M;Sphagnum pulchrum;8;10;1;1;0;0;NA;NA;NA
M;Sphagnum quinquefarium;5;6;2;2;0;0;NA;NA;NA
M;Sphagnum recurvum;7;9;2;3;0;0;NA;NA;NA
M;Sphagnum riparium;7;9;2;2;0;0;NA;NA;NA
M;Sphagnum russowii;6;7;2;2;0;0;NA;NA;NA
M;Sphagnum skyense;6;8;3;2;0;0;NA;NA;NA
M;Sphagnum squarrosum;6;9;4;3;0;0;NA;NA;NA
M;Sphagnum strictum;7;8;2;1;0;0;NA;NA;NA
M;Sphagnum subnitens;7;8;3;2;0;0;NA;NA;NA
M;Sphagnum subnitens var. ferrugineum;7;8;3;2;0;0;NA;NA;NA
M;Sphagnum subnitens var. subnitens;7;8;3;2;0;0;NA;NA;NA
M;Sphagnum subsecundum;8;9;4;2;0;0;NA;NA;NA
M;Sphagnum subsecundum;7;9;3;2;0;0;NA;NA;NA
M;Sphagnum tenellum;8;8;1;1;0;0;NA;NA;NA
M;Sphagnum teres;7;9;4;2;0;0;NA;NA;NA
M;Sphagnum warnstorfii;7;8;4;2;0;0;NA;NA;NA
M;Sphenolobopsis pearsonii;5;6;3;1;0;0;NA;NA;NA
M;Splachnum ampullaceum;8;8;4;6;0;0;NA;NA;NA
M;Splachnum sphaericum;8;8;2;6;0;0;NA;NA;NA
M;Splachnum vasculosum;7;9;5;6;0;0;NA;NA;NA
M;Stegonia latifolia;7;5;7;2;0;0;NA;NA;NA
M;Tortula amplexa;7;5;6;4;0;0;NA;NA;NA
M;Syntrichia montana;8;1;8;4;0;0;NA;NA;NA
M;Syntrichia laevipila;6;4;6;5;0;0;NA;NA;NA
M;Syntrichia latifolia;6;6;7;6;0;0;NA;NA;NA
M;Syntrichia norvegica;8;4;7;2;0;0;NA;NA;NA
M;Syntrichia papillosa;6;4;6;5;0;0;NA;NA;NA
M;Syntrichia princeps;8;4;7;4;0;0;NA;NA;NA
M;Syntrichia ruralis var. ruraliformis;8;3;7;3;1;0;NA;NA;NA
M;Syntrichia ruralis var. ruralis;8;3;7;4;0;0;NA;NA;NA
